order_id,order_date,ship_date,ship_mode,customer_id,segment,country,city,state,region,product_id,category,sub_category,product_name,sales,quantity,discount,profit
US-2015-159982,2015-11-28,2015-12-04,"Standard Class",DR-12880,Corporate,"United States",Chicago,Illinois,Central,OFF-ST-10004804,"Office Supplies",Storage,"Belkin 19" Vented Equipment Shelf, Black",82.37,2,0.20,-19.5624
US-2015-159982,2015-11-28,2015-12-04,"Standard Class",DR-12880,Corporate,"United States",Chicago,Illinois,Central,OFF-ST-10001590,"Office Supplies",Storage,"Tenex Personal Project File with Scoop Front Design, Black",53.92,5,0.20,4.0440
US-2015-159982,2015-11-28,2015-12-04,"Standard Class",DR-12880,Corporate,"United States",Chicago,Illinois,Central,TEC-PH-10001580,Technology,Phones,"Logitech Mobile Speakerphone P710e - speaker phone",647.90,6,0.20,56.6916
CA-2017-163139,2017-12-01,2017-12-03,"Second Class",CC-12670,Consumer,"United States","New York City","New York",East,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",20.37,3,0.00,6.9258
CA-2017-163139,2017-12-01,2017-12-03,"Second Class",CC-12670,Consumer,"United States","New York City","New York",East,OFF-ST-10002790,"Office Supplies",Storage,"Safco Industrial Shelving",221.55,3,0.00,6.6465
CA-2017-163139,2017-12-01,2017-12-03,"Second Class",CC-12670,Consumer,"United States","New York City","New York",East,OFF-BI-10003460,"Office Supplies",Binders,"Acco 3-Hole Punch",17.52,5,0.20,6.1320
US-2017-155299,2017-06-08,2017-06-12,"Standard Class",Dl-13600,Corporate,"United States",Pasadena,Texas,Central,OFF-AP-10002203,"Office Supplies",Appliances,"Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac",1.62,2,0.80,-4.4660
US-2014-106992,2014-09-19,2014-09-21,"Second Class",SB-20290,Corporate,"United States",Houston,Texas,Central,TEC-MA-10000822,Technology,Machines,"Lexmark MX611dhe Monochrome Laser Printer",3059.98,3,0.40,-509.9970
US-2014-106992,2014-09-19,2014-09-21,"Second Class",SB-20290,Corporate,"United States",Houston,Texas,Central,TEC-MA-10003353,Technology,Machines,"Xerox WorkCentre 6505DN Laser Multifunction Printer",2519.96,7,0.40,-251.9958
CA-2016-125318,2016-06-06,2016-06-13,"Standard Class",RC-19825,Consumer,"United States",Chicago,Illinois,Central,TEC-PH-10001433,Technology,Phones,"Cisco Small Business SPA 502G VoIP phone",328.22,4,0.20,28.7196
CA-2015-155040,2015-11-10,2015-11-15,"Standard Class",AH-10210,Consumer,"United States",Brentwood,California,West,TEC-AC-10004469,Technology,Accessories,"Microsoft Sculpt Comfort Mouse",79.90,2,0.00,35.1560
CA-2017-136826,2017-06-16,2017-06-20,"Standard Class",CB-12535,Corporate,"United States","Chapel Hill","North Carolina",South,OFF-AR-10003602,"Office Supplies",Art,"Quartet Omega Colored Chalk, 12/Pack",14.02,3,0.20,4.7304
CA-2016-111010,2016-01-22,2016-01-28,"Standard Class",PG-18895,Consumer,"United States",Morristown,"New Jersey",East,OFF-FA-10003472,"Office Supplies",Fasteners,"Bagged Rubber Bands",7.56,6,0.00,0.3024
US-2017-145366,2017-12-09,2017-12-13,"Standard Class",CA-12310,Corporate,"United States",Cincinnati,Ohio,East,OFF-ST-10004180,"Office Supplies",Storage,"Safco Commercial Shelving",37.21,1,0.20,-7.4416
US-2017-145366,2017-12-09,2017-12-13,"Standard Class",CA-12310,Corporate,"United States",Cincinnati,Ohio,East,OFF-EN-10004386,"Office Supplies",Envelopes,"Recycled Interoffice Envelopes with String and Button Closure, 10 x 13",57.58,3,0.20,21.5910
CA-2017-163979,2017-12-28,2018-01-02,"Second Class",KH-16690,Corporate,"United States","San Francisco",California,West,OFF-ST-10003208,"Office Supplies",Storage,"Adjustable Depth Letter/Legal Cart",725.84,4,0.00,210.4936
CA-2015-155334,2015-07-30,2015-07-31,"First Class",HA-14920,Consumer,"United States","San Francisco",California,West,TEC-AC-10003628,Technology,Accessories,"Logitech 910-002974 M325 Wireless Mouse for Web Scrolling",209.93,7,0.00,92.3692
CA-2015-155334,2015-07-30,2015-07-31,"First Class",HA-14920,Consumer,"United States","San Francisco",California,West,FUR-FU-10003274,Furniture,Furnishings,"Regeneration Desk Collection",5.28,3,0.00,2.3232
CA-2015-155334,2015-07-30,2015-07-31,"First Class",HA-14920,Consumer,"United States","San Francisco",California,West,OFF-BI-10002557,"Office Supplies",Binders,"Presstex Flexible Ring Binders",10.92,3,0.20,4.0950
CA-2017-118136,2017-09-16,2017-09-17,"First Class",BB-10990,Corporate,"United States",Inglewood,California,West,OFF-PA-10002615,"Office Supplies",Paper,"Ampad Gold Fibre Wirebound Steno Books, 6" x 9", Gregg Ruled",8.82,2,0.00,4.0572
CA-2017-118136,2017-09-16,2017-09-17,"First Class",BB-10990,Corporate,"United States",Inglewood,California,West,OFF-AR-10001427,"Office Supplies",Art,"Newell 330",5.98,1,0.00,1.5548
CA-2017-132976,2017-10-13,2017-10-17,"Standard Class",AG-10495,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-PA-10000673,"Office Supplies",Paper,"Post-it Important Message Note Pad, Neon Colors, 50 Sheets/Pad",11.65,2,0.20,4.0768
CA-2017-132976,2017-10-13,2017-10-17,"Standard Class",AG-10495,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-PA-10004470,"Office Supplies",Paper,"Adams Write n' Stick Phone Message Book, 11" X 5 1/4", 200 Messages",18.18,4,0.20,5.9072
CA-2017-132976,2017-10-13,2017-10-17,"Standard Class",AG-10495,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-ST-10000876,"Office Supplies",Storage,"Eldon Simplefile Box Office",59.71,6,0.20,5.9712
CA-2017-132976,2017-10-13,2017-10-17,"Standard Class",AG-10495,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-LA-10002043,"Office Supplies",Labels,"Avery 489",24.84,3,0.20,8.6940
US-2015-161991,2015-09-26,2015-09-28,"Second Class",SC-20725,Consumer,"United States",Houston,Texas,Central,OFF-BI-10004967,"Office Supplies",Binders,"Round Ring Binders",2.08,5,0.80,-3.4320
US-2015-161991,2015-09-26,2015-09-28,"Second Class",SC-20725,Consumer,"United States",Houston,Texas,Central,TEC-PH-10001760,Technology,Phones,"Bose SoundLink Bluetooth Speaker",1114.40,7,0.20,376.1100
CA-2015-130890,2015-11-02,2015-11-06,"Standard Class",JO-15280,Consumer,"United States","Los Angeles",California,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29" High Table Top",1038.84,5,0.20,51.9420
CA-2015-130883,2015-09-26,2015-10-02,"Standard Class",TB-21520,Consumer,"United States",Portland,Oregon,West,OFF-PA-10000474,"Office Supplies",Paper,"Easy-staple paper",141.76,5,0.20,47.8440
CA-2015-130883,2015-09-26,2015-10-02,"Standard Class",TB-21520,Consumer,"United States",Portland,Oregon,West,TEC-AC-10001956,Technology,Accessories,"Microsoft Arc Touch Mouse",239.80,5,0.20,47.9600
CA-2015-130883,2015-09-26,2015-10-02,"Standard Class",TB-21520,Consumer,"United States",Portland,Oregon,West,OFF-PA-10004100,"Office Supplies",Paper,"Xerox 216",31.10,6,0.20,10.8864
CA-2016-112697,2016-12-18,2016-12-20,"Second Class",AH-10195,Corporate,"United States",Tamarac,Florida,South,OFF-BI-10000778,"Office Supplies",Binders,"GBC VeloBinder Electric Binding Machine",254.06,7,0.70,-169.3720
CA-2016-112697,2016-12-18,2016-12-20,"Second Class",AH-10195,Corporate,"United States",Tamarac,Florida,South,OFF-AP-10002684,"Office Supplies",Appliances,"Acco 7-Outlet Masterpiece Power Center, Wihtout Fax/Phone Line Protection",194.53,2,0.20,24.3160
CA-2016-112697,2016-12-18,2016-12-20,"Second Class",AH-10195,Corporate,"United States",Tamarac,Florida,South,OFF-SU-10000646,"Office Supplies",Supplies,"Premier Automatic Letter Opener",961.48,5,0.20,-204.3145
CA-2016-110772,2016-11-20,2016-11-24,"Second Class",NZ-18565,"Home Office","United States",Columbus,Ohio,East,OFF-FA-10002983,"Office Supplies",Fasteners,"Advantus SlideClip Paper Clips",19.10,7,0.20,6.6836
CA-2016-110772,2016-11-20,2016-11-24,"Second Class",NZ-18565,"Home Office","United States",Columbus,Ohio,East,OFF-LA-10004689,"Office Supplies",Labels,"Avery 512",18.50,8,0.20,6.2424
CA-2016-110772,2016-11-20,2016-11-24,"Second Class",NZ-18565,"Home Office","United States",Columbus,Ohio,East,TEC-AC-10002001,Technology,Accessories,"Logitech Wireless Gaming Headset G930",255.98,2,0.20,54.3966
CA-2016-110772,2016-11-20,2016-11-24,"Second Class",NZ-18565,"Home Office","United States",Columbus,Ohio,East,FUR-BO-10004709,Furniture,Bookcases,"Bush Westfield Collection Bookcases, Medium Cherry Finish",86.97,3,0.50,-48.7032
CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,Corporate,"United States","Colorado Springs",Colorado,West,FUR-FU-10004091,Furniture,Furnishings,"Howard Miller 13" Diameter Goldtone Round Wall Clock",300.42,8,0.20,78.8592
CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,Corporate,"United States","Colorado Springs",Colorado,West,FUR-CH-10001891,Furniture,Chairs,"Global Deluxe Office Fabric Chairs",230.35,3,0.20,20.1558
CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,Corporate,"United States","Colorado Springs",Colorado,West,FUR-FU-10002918,Furniture,Furnishings,"Eldon ClusterMat Chair Mat with Cordless Antistatic Protection",218.35,3,0.20,-24.5646
CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,Corporate,"United States","Colorado Springs",Colorado,West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",78.60,5,0.70,-62.8800
CA-2014-111451,2014-12-26,2014-12-28,"First Class",KL-16555,Corporate,"United States","Colorado Springs",Colorado,West,OFF-FA-10004854,"Office Supplies",Fasteners,"Vinyl Coated Wire Paper Clips in Organizer Box, 800/Box",27.55,3,0.20,9.2988
CA-2016-142545,2016-10-28,2016-11-03,"Standard Class",JD-15895,Corporate,"United States",Belleville,"New Jersey",East,OFF-PA-10002105,"Office Supplies",Paper,"Xerox 223",32.40,5,0.00,15.5520
CA-2016-142545,2016-10-28,2016-11-03,"Standard Class",JD-15895,Corporate,"United States",Belleville,"New Jersey",East,OFF-ST-10002756,"Office Supplies",Storage,"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24" Deep, Sand",1082.48,8,0.00,10.8248
CA-2016-142545,2016-10-28,2016-11-03,"Standard Class",JD-15895,Corporate,"United States",Belleville,"New Jersey",East,OFF-PA-10004243,"Office Supplies",Paper,"Xerox 1939",56.91,3,0.00,27.3168
CA-2016-142545,2016-10-28,2016-11-03,"Standard Class",JD-15895,Corporate,"United States",Belleville,"New Jersey",East,FUR-FU-10001861,Furniture,Furnishings,"Floodlight Indoor Halogen Bulbs, 1 Bulb per Pack, 60 Watts",77.60,4,0.00,38.0240
CA-2016-142545,2016-10-28,2016-11-03,"Standard Class",JD-15895,Corporate,"United States",Belleville,"New Jersey",East,OFF-BI-10002706,"Office Supplies",Binders,"Avery Premier Heavy-Duty Binder with Round Locking Rings",14.28,1,0.00,6.5688
US-2017-152380,2017-11-19,2017-11-23,"Standard Class",JH-15910,Consumer,"United States",Chicago,Illinois,Central,FUR-TA-10002533,Furniture,Tables,"BPI Conference Tables",219.08,3,0.50,-131.4450
CA-2015-144253,2015-05-04,2015-05-09,"Second Class",AS-10225,Corporate,"United States","New York City","New York",East,FUR-FU-10002671,Furniture,Furnishings,"Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp",26.80,2,0.00,12.8640
CA-2014-130960,2014-12-30,2015-01-04,"Standard Class",KB-16600,Corporate,"United States",Taylor,Michigan,Central,OFF-AR-10003651,"Office Supplies",Art,"Newell 350",9.84,3,0.00,2.8536
CA-2014-111003,2014-06-01,2014-06-06,"Standard Class",CR-12625,"Home Office","United States",Lakewood,"New Jersey",East,OFF-BI-10001072,"Office Supplies",Binders,"GBC Clear Cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,3,0.00,20.9208
CA-2014-111003,2014-06-01,2014-06-06,"Standard Class",CR-12625,"Home Office","United States",Lakewood,"New Jersey",East,OFF-AR-10002135,"Office Supplies",Art,"Boston Heavy-Duty Trimline Electric Pencil Sharpeners",289.20,6,0.00,83.8680
CA-2017-126774,2017-04-15,2017-04-17,"First Class",SH-20395,Consumer,"United States",Arlington,Virginia,South,OFF-AR-10002804,"Office Supplies",Art,"Faber Castell Col-Erase Pencils",4.89,1,0.00,2.0049
CA-2016-142902,2016-09-12,2016-09-14,"Second Class",BP-11185,Corporate,"United States",Arvada,Colorado,West,FUR-FU-10001918,Furniture,Furnishings,"C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings",15.14,4,0.20,3.5948
CA-2016-142902,2016-09-12,2016-09-14,"Second Class",BP-11185,Corporate,"United States",Arvada,Colorado,West,FUR-CH-10004086,Furniture,Chairs,"Hon 4070 Series Pagoda Armless Upholstered Stacking Chairs",466.77,2,0.20,52.5114
CA-2016-142902,2016-09-12,2016-09-14,"Second Class",BP-11185,Corporate,"United States",Arvada,Colorado,West,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",15.23,1,0.20,1.7136
CA-2016-142902,2016-09-12,2016-09-14,"Second Class",BP-11185,Corporate,"United States",Arvada,Colorado,West,OFF-LA-10000634,"Office Supplies",Labels,"Avery 509",6.26,3,0.20,2.0358
CA-2014-120887,2014-09-27,2014-10-03,"Standard Class",TS-21205,Corporate,"United States",Hackensack,"New Jersey",East,FUR-FU-10001588,Furniture,Furnishings,"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black",87.54,3,0.00,37.6422
CA-2014-167850,2014-08-09,2014-08-16,"Standard Class",AG-10525,Corporate,"United States","Saint Petersburg",Florida,South,TEC-PH-10002398,Technology,Phones,"AT&T 1070 Corded Phone",178.38,2,0.20,22.2980
CA-2014-167850,2014-08-09,2014-08-16,"Standard Class",AG-10525,Corporate,"United States","Saint Petersburg",Florida,South,OFF-PA-10001937,"Office Supplies",Paper,"Xerox 21",15.55,3,0.20,5.4432
CA-2014-164259,2014-12-28,2014-12-30,"First Class",SP-20860,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-AR-10003373,"Office Supplies",Art,"Boston School Pro Electric Pencil Sharpener, 1670",99.14,4,0.20,8.6744
CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Home Office","United States","New York City","New York",East,FUR-CH-10002602,Furniture,Chairs,"DMI Arturo Collection Mission-style Design Wood Chair",135.88,1,0.10,24.1568
CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Home Office","United States","New York City","New York",East,TEC-MA-10002927,Technology,Machines,"Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier",3991.98,2,0.00,1995.9900
CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Home Office","United States","New York City","New York",East,TEC-PH-10004093,Technology,Phones,"Panasonic Kx-TS550",275.94,6,0.00,80.0226
CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Home Office","United States","New York City","New York",East,TEC-AC-10000892,Technology,Accessories,"NETGEAR N750 Dual Band Wi-Fi Gigabit Router",360.00,4,0.00,129.6000
CA-2014-164973,2014-11-04,2014-11-09,"Standard Class",NM-18445,"Home Office","United States","New York City","New York",East,OFF-ST-10002974,"Office Supplies",Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",43.57,1,0.00,13.0710
CA-2014-156601,2014-09-19,2014-09-24,"Standard Class",FA-14230,Corporate,"United States","Long Beach",California,West,OFF-FA-10000624,"Office Supplies",Fasteners,"OIC Binder Clips",7.16,2,0.00,3.5800
CA-2016-162138,2016-04-23,2016-04-27,"Standard Class",GK-14620,Corporate,"United States",Hesperia,California,West,OFF-BI-10004593,"Office Supplies",Binders,"Ibico Laser Imprintable Binding System Covers",251.52,6,0.20,81.7440
CA-2016-162138,2016-04-23,2016-04-27,"Standard Class",GK-14620,Corporate,"United States",Hesperia,California,West,TEC-AC-10001908,Technology,Accessories,"Logitech Wireless Headset h800",99.99,1,0.00,34.9965
CA-2017-153339,2017-11-03,2017-11-05,"Second Class",DJ-13510,Corporate,"United States",Murfreesboro,Tennessee,South,FUR-FU-10001967,Furniture,Furnishings,"Telescoping Adjustable Floor Lamp",15.99,1,0.20,0.9995
US-2016-141544,2016-08-30,2016-09-01,"First Class",PO-18850,Consumer,"United States",Philadelphia,Pennsylvania,East,TEC-PH-10003645,Technology,Phones,"Aastra 57i VoIP phone",290.90,3,0.40,-67.8762
US-2016-141544,2016-08-30,2016-09-01,"First Class",PO-18850,Consumer,"United States",Philadelphia,Pennsylvania,East,OFF-ST-10000675,"Office Supplies",Storage,"File Shuttle II and Handi-File, Black",54.22,2,0.20,3.3890
US-2016-141544,2016-08-30,2016-09-01,"First Class",PO-18850,Consumer,"United States",Philadelphia,Pennsylvania,East,FUR-CH-10003312,Furniture,Chairs,"Hon 2090 Pillow Soft Series Mid Back Swivel/Tilt Chairs",786.74,4,0.30,-258.5016
US-2016-141544,2016-08-30,2016-09-01,"First Class",PO-18850,Consumer,"United States",Philadelphia,Pennsylvania,East,OFF-LA-10001074,"Office Supplies",Labels,"Round Specialty Laser Printer Labels",100.24,10,0.20,33.8310
US-2016-141544,2016-08-30,2016-09-01,"First Class",PO-18850,Consumer,"United States",Philadelphia,Pennsylvania,East,OFF-BI-10001524,"Office Supplies",Binders,"GBC Premium Transparent Covers with Diagonal Lined Pattern",37.76,6,0.70,-27.6936
US-2016-150147,2016-04-25,2016-04-29,"Second Class",JL-15850,Consumer,"United States",Philadelphia,Pennsylvania,East,TEC-PH-10004614,Technology,Phones,"AT&T 841000 Phone",82.80,2,0.40,-20.7000
US-2016-150147,2016-04-25,2016-04-29,"Second Class",JL-15850,Consumer,"United States",Philadelphia,Pennsylvania,East,OFF-BI-10001153,"Office Supplies",Binders,"Ibico Recycled Grain-Textured Covers",20.72,2,0.70,-13.8160
US-2016-150147,2016-04-25,2016-04-29,"Second Class",JL-15850,Consumer,"United States",Philadelphia,Pennsylvania,East,OFF-BI-10001982,"Office Supplies",Binders,"Wilson Jones Custom Binder Spines & Labels",4.90,3,0.70,-3.4272
CA-2015-137946,2015-09-01,2015-09-04,"Second Class",DB-13615,Consumer,"United States","Los Angeles",California,West,OFF-BI-10001922,"Office Supplies",Binders,"Storex Dura Pro Binders",4.75,1,0.20,1.6038
CA-2015-137946,2015-09-01,2015-09-04,"Second Class",DB-13615,Consumer,"United States","Los Angeles",California,West,TEC-CO-10001449,Technology,Copiers,"Hewlett Packard LaserJet 3310 Copier",959.98,2,0.20,335.9944
CA-2015-137946,2015-09-01,2015-09-04,"Second Class",DB-13615,Consumer,"United States","Los Angeles",California,West,OFF-BI-10004140,"Office Supplies",Binders,"Avery Non-Stick Binders",14.37,4,0.20,4.4900
CA-2014-129924,2014-07-12,2014-07-17,"Standard Class",AC-10420,Corporate,"United States","San Francisco",California,West,OFF-BI-10003314,"Office Supplies",Binders,"Tuff Stuff Recycled Round Ring Binders",7.71,2,0.20,2.7956
CA-2014-129924,2014-07-12,2014-07-17,"Standard Class",AC-10420,Corporate,"United States","San Francisco",California,West,FUR-TA-10004575,Furniture,Tables,"Hon 5100 Series Wood Tables",698.35,3,0.20,-17.4588
CA-2015-128167,2015-06-22,2015-06-26,"Second Class",KL-16645,Consumer,"United States",Layton,Utah,West,OFF-FA-10000490,"Office Supplies",Fasteners,"OIC Binder Clips, Mini, 1/4" Capacity, Black",4.96,4,0.00,2.3312
CA-2014-122336,2014-04-13,2014-04-17,"Second Class",JD-15895,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-AR-10000122,"Office Supplies",Art,"Newell 314",17.86,4,0.20,1.1160
CA-2014-122336,2014-04-13,2014-04-17,"Second Class",JD-15895,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-BI-10003656,"Office Supplies",Binders,"Fellowes PB200 Plastic Comb Binding Machine",509.97,10,0.70,-407.9760
CA-2014-122336,2014-04-13,2014-04-17,"Second Class",JD-15895,Corporate,"United States",Philadelphia,Pennsylvania,East,OFF-FA-10002780,"Office Supplies",Fasteners,Staples,30.99,13,0.20,10.0724
CA-2014-122336,2014-04-13,2014-04-17,"Second Class",JD-15895,Corporate,"United States",Philadelphia,Pennsylvania,East,TEC-PH-10000702,Technology,Phones,"Square Credit Card Reader, 4 1/2" x 4 1/2" x 1", White",71.93,12,0.40,8.3916
US-2015-120712,2015-12-20,2015-12-24,"Standard Class",CS-12130,Consumer,"United States",Austin,Texas,Central,OFF-ST-10000107,"Office Supplies",Storage,"Fellowes Super Stor/Drawer",88.80,4,0.20,-2.2200
CA-2017-169901,2017-06-15,2017-06-19,"Standard Class",CC-12550,Consumer,"United States","San Francisco",California,West,TEC-PH-10002293,Technology,Phones,"Anker 36W 4-Port USB Wall Charger Travel Power Adapter for iPhone 5s 5c 5",47.98,3,0.20,4.7976
CA-2017-134306,2017-07-08,2017-07-12,"Standard Class",TD-20995,Consumer,"United States",Lowell,Massachusetts,East,OFF-AR-10004027,"Office Supplies",Art,"Binney & Smith inkTank Erasable Desk Highlighter, Chisel Tip, Yellow, 12/Box",7.56,3,0.00,3.0996
CA-2017-134306,2017-07-08,2017-07-12,"Standard Class",TD-20995,Consumer,"United States",Lowell,Massachusetts,East,OFF-PA-10000249,"Office Supplies",Paper,"Easy-staple paper",24.56,2,0.00,11.5432
CA-2017-134306,2017-07-08,2017-07-12,"Standard Class",TD-20995,Consumer,"United States",Lowell,Massachusetts,East,OFF-AR-10001374,"Office Supplies",Art,"BIC Brite Liner Highlighters, Chisel Tip",12.96,2,0.00,4.1472
CA-2016-129714,2016-09-01,2016-09-03,"First Class",AB-10060,"Home Office","United States","New York City","New York",East,TEC-AC-10000290,Technology,Accessories,"Sabrent 4-Port USB 2.0 Hub",6.79,1,0.00,2.3086
CA-2016-129714,2016-09-01,2016-09-03,"First Class",AB-10060,"Home Office","United States","New York City","New York",East,OFF-PA-10001970,"Office Supplies",Paper,"Xerox 1881",24.56,2,0.00,11.5432
CA-2016-129714,2016-09-01,2016-09-03,"First Class",AB-10060,"Home Office","United States","New York City","New York",East,OFF-BI-10002160,"Office Supplies",Binders,"Acco Hanging Data Binders",3.05,1,0.20,1.0668
CA-2016-129714,2016-09-01,2016-09-03,"First Class",AB-10060,"Home Office","United States","New York City","New York",East,OFF-PA-10001970,"Office Supplies",Paper,"Xerox 1881",49.12,4,0.00,23.0864
CA-2016-129714,2016-09-01,2016-09-03,"First Class",AB-10060,"Home Office","United States","New York City","New York",East,OFF-BI-10004995,"Office Supplies",Binders,"GBC DocuBind P400 Electric Binding System",4355.17,4,0.20,1415.4296
CA-2016-138520,2016-04-08,2016-04-13,"Standard Class",JL-15505,Consumer,"United States","New York City","New York",East,FUR-BO-10002268,Furniture,Bookcases,"Sauder Barrister Bookcases",388.70,6,0.20,-4.8588
CA-2016-138520,2016-04-08,2016-04-13,"Standard Class",JL-15505,Consumer,"United States","New York City","New York",East,OFF-EN-10001137,"Office Supplies",Envelopes,"#10 Gummed Flap White Envelopes, 100/Box",8.26,2,0.00,3.7996
CA-2016-138520,2016-04-08,2016-04-13,"Standard Class",JL-15505,Consumer,"United States","New York City","New York",East,OFF-AR-10002399,"Office Supplies",Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",17.04,4,0.00,6.9864
CA-2016-138520,2016-04-08,2016-04-13,"Standard Class",JL-15505,Consumer,"United States","New York City","New York",East,OFF-PA-10002713,"Office Supplies",Paper,"Adams Phone Message Book, 200 Message Capacity, 8 1/16 x 11",34.40,5,0.00,15.8240
CA-2016-130001,2016-04-23,2016-04-28,"Standard Class",HK-14890,Corporate,"United States",Charlotte,"North Carolina",South,OFF-PA-10002666,"Office Supplies",Paper,"Southworth 25% Cotton Linen-Finish Paper & Envelopes",36.24,5,0.20,11.3250
CA-2017-155698,2017-03-08,2017-03-11,"First Class",VB-21745,Corporate,"United States",Columbus,Georgia,South,OFF-AP-10001124,"Office Supplies",Appliances,"Belkin 8 Outlet SurgeMaster II Gold Surge Protector with Phone Protection",647.84,8,0.00,168.4384
CA-2017-155698,2017-03-08,2017-03-11,"First Class",VB-21745,Corporate,"United States",Columbus,Georgia,South,OFF-LA-10001158,"Office Supplies",Labels,"Avery Address/Shipping Labels for Typewriters, 4" x 2"",20.70,2,0.00,9.9360
CA-2017-144904,2017-09-25,2017-10-01,"Standard Class",KW-16435,Consumer,"United States","New York City","New York",East,OFF-LA-10001158,"Office Supplies",Labels,"Avery Address/Shipping Labels for Typewriters, 4" x 2"",20.70,2,0.00,9.9360
CA-2017-144904,2017-09-25,2017-10-01,"Standard Class",KW-16435,Consumer,"United States","New York City","New York",East,FUR-CH-10000785,Furniture,Chairs,"Global Ergonomic Managers Chair",488.65,3,0.10,86.8704
CA-2017-144904,2017-09-25,2017-10-01,"Standard Class",KW-16435,Consumer,"United States","New York City","New York",East,OFF-AR-10003732,"Office Supplies",Art,"Newell 333",5.56,2,0.00,1.4456
CA-2017-144904,2017-09-25,2017-10-01,"Standard Class",KW-16435,Consumer,"United States","New York City","New York",East,FUR-FU-10000023,Furniture,Furnishings,"Eldon Wave Desk Accessories",47.12,8,0.00,20.7328
CA-2014-123344,2014-09-24,2014-09-29,"Standard Class",JD-16060,Consumer,"United States","San Francisco",California,West,OFF-ST-10001713,"Office Supplies",Storage,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4,0.00,8.4784
CA-2016-155516,2016-10-21,2016-10-21,"Same Day",MK-17905,Corporate,"United States",Manchester,Connecticut,East,OFF-BI-10002412,"Office Supplies",Binders,"Wilson Jones Snap Scratch Pad Binder Tool for Ring Binders",23.20,4,0.00,10.4400
CA-2016-155516,2016-10-21,2016-10-21,"Same Day",MK-17905,Corporate,"United States",Manchester,Connecticut,East,OFF-SU-10001225,"Office Supplies",Supplies,"Staple remover",7.36,2,0.00,0.1472
CA-2016-155516,2016-10-21,2016-10-21,"Same Day",MK-17905,Corporate,"United States",Manchester,Connecticut,East,OFF-ST-10002406,"Office Supplies",Storage,"Pizazz Global Quick File",104.79,7,0.00,29.3412
CA-2016-155516,2016-10-21,2016-10-21,"Same Day",MK-17905,Corporate,"United States",Manchester,Connecticut,East,FUR-BO-10002545,Furniture,Bookcases,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",1043.92,4,0.00,271.4192
CA-2017-104745,2017-05-29,2017-06-04,"Standard Class",GT-14755,Consumer,"United States",Harlingen,Texas,Central,OFF-PA-10002036,"Office Supplies",Paper,"Xerox 1930",25.92,5,0.20,9.3960
CA-2017-104745,2017-05-29,2017-06-04,"Standard Class",GT-14755,Consumer,"United States",Harlingen,Texas,Central,OFF-ST-10002205,"Office Supplies",Storage,"File Shuttle I and Handi-File",53.42,3,0.20,4.6746
US-2014-119137,2014-07-23,2014-07-27,"Standard Class",AG-10900,Consumer,"United States",Tucson,Arizona,West,OFF-BI-10001982,"Office Supplies",Binders,"Wilson Jones Custom Binder Spines & Labels",8.16,5,0.70,-5.7120
US-2014-119137,2014-07-23,2014-07-27,"Standard Class",AG-10900,Consumer,"United States",Tucson,Arizona,West,TEC-AC-10003911,Technology,Accessories,"NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router",1023.94,8,0.20,179.1888
US-2014-119137,2014-07-23,2014-07-27,"Standard Class",AG-10900,Consumer,"United States",Tucson,Arizona,West,OFF-AR-10000658,"Office Supplies",Art,"Newell 324",9.24,1,0.20,0.9240
